rowID,rowMZ,rowRT,molecule,cos
38504,110.0604182,6.492087344,2-Aminophenol as [M+H]+ (110.06) C6H7NO cos=0.827,0.827
93114,110.060451,19.79912073,2-Aminophenol as [M+H]+ (110.06) C6H7NO cos=0.858,0.858
86856,110.0603967,18.88372179,2-Aminophenol as [M+H]+ (110.06) C6H7NO cos=0.878,0.878
1148,110.0604141,1.463264303,2-Aminophenol as [M+H]+ (110.06) C6H7NO cos=0.903,0.903
2873,99.08111037,6.243723808,2-Hexenal as [M+H]+ (99.081) C6H10O cos=0.764,0.764
92360,99.08129456,6.112662253,2-Hexenal as [M+H]+ (99.081) C6H10O cos=0.764,0.764
374,86.0970423,1.182476536,2-Methylpyrrolidine as [M+H]+ (86.096) C5H11N cos=0.954,0.954
30933,100.076206,11.77060482,2-Piperidone as [M+H]+ (100.076) C5H9NO cos=0.748,0.748
30938,100.0761879,11.52189023,2-Piperidone as [M+H]+ (100.076) C5H9NO cos=0.936,0.936
36618,122.0966132,9.389600552,"2,4,6-Trimethylpyridine as [M+H]+ (122.096) C8H11N cos=0.897",0.897
59544,122.0966295,9.230713217,"2,4,6-Trimethylpyridine as [M+H]+ (122.096) C8H11N cos=0.946",0.946
3,122.0966631,0.966272845,"2,4,6-Trimethylpyridine as [M+H]+ (122.096) C8H11N cos=0.970",0.97
54152,178.1592758,7.11721228,"2,6-diisopropylaniline as [M+H]+ (178.159) C12H19N cos=0.795",0.795
17440,178.1591301,4.211281544,"2,6-diisopropylaniline as [M+H]+ (178.159) C12H19N cos=0.814",0.814
17571,178.1591243,4.67953647,"2,6-diisopropylaniline as [M+H]+ (178.159) C12H19N cos=0.814",0.814
54488,178.1591356,4.196481152,"2,6-diisopropylaniline as [M+H]+ (178.159) C12H19N cos=0.814",0.814
6829,108.0811628,6.291624114,"2,6-Dimethylpyridine as [M+H]+ (108.081) C7H9N cos=0.933",0.933
72586,108.0811436,4.010742823,"2,6-Dimethylpyridine as [M+H]+ (108.081) C7H9N cos=0.944",0.944
7187,108.0811676,5.960408369,"2,6-Dimethylpyridine as [M+H]+ (108.081) C7H9N cos=0.947",0.947
565,108.0811345,0.952962157,"2,6-Dimethylpyridine as [M+H]+ (108.081) C7H9N cos=0.958",0.958
18869,108.0804722,1.116867258,"2,6-Dimethylpyridine as [M+H]+ (108.081) C7H9N cos=0.958",0.958
17808,122.0967755,5.727914625,"2,6-Xylidine as [M+H]+ (122.096) C8H11N cos=0.938",0.938
1831,122.0967793,6.020657741,"2,6-Xylidine as [M+H]+ (122.096) C8H11N cos=0.940",0.94
67680,122.09679,5.734566655,"2,6-Xylidine as [M+H]+ (122.096) C8H11N cos=0.940",0.94
31083,122.096658,3.117794124,"2,6-Xylidine as [M+H]+ (122.096) C8H11N cos=0.969",0.969
23046,252.109007,2.578628424,2'-deoxyadenosine as [M+H]+ (252.109) C10H13N5O3 cos=0.784,0.784
3766,252.1092704,1.898492335,2'-deoxyadenosine as [M+H]+ (252.109) C10H13N5O3 cos=0.789,0.789
5230,252.1082463,2.693295817,2'-deoxyadenosine as [M+H]+ (252.109) C10H13N5O3 cos=0.789,0.789
12196,282.1199473,1.675677907,2`-O-Methyladenosine as [M+H]+ (282.12) C11H15N5O4 cos=0.859,0.859
27232,282.1199503,1.581063074,2`-O-Methyladenosine as [M+H]+ (282.12) C11H15N5O4 cos=0.866,0.866
5123,298.1151164,5.280248747,2`-O-Methylguanosine as [M+H]+ (298.115) C11H15N5O5 cos=0.950,0.95
19193,138.0552813,5.256039987,3-aminobenzoic acid as [M+H]+ (138.055) C7H7NO2 cos=0.824,0.824
103920,272.1859351,4.398679726,3-hydroxy-C10-homoserine lactone as [M+H]+ (272.186) C14H25NO4 cos=0.704,0.704
3097,272.1859269,4.65229834,3-hydroxy-C10-homoserine lactone as [M+H]+ (272.186) C14H25NO4 cos=0.734,0.734
27198,244.1544931,0.989151766,3-hydroxy-C8-homoserine lactone as [M+H]+ (244.154) C12H21NO4 cos=0.752,0.752
94105,244.1545325,0.968040497,3-hydroxy-C8-homoserine lactone as [M+H]+ (244.154) C12H21NO4 cos=0.752,0.752
14219,190.0863048,4.301813989,3-Indolepropionic acid as [M+H]+ (190.086) C11H11NO2 cos=0.820,0.82
2284,190.0863177,6.878707428,3-Indolepropionic acid as [M+H]+ (190.086) C11H11NO2 cos=0.846,0.846
59492,190.0863033,7.140570793,3-Indolepropionic acid as [M+H]+ (190.086) C11H11NO2 cos=0.846,0.846
30898,298.2017002,1.576135835,3-oxo-C12 homoserine lactone as [M+H]+ (298.201) C16H27NO4 cos=0.735,0.735
3783,186.0761551,11.43599653,3-oxo-C4-homoserine lactone as [M+H]+ (186.076) C8H11NO4 cos=0.762,0.762
8478,242.1388595,1.349692116,3-oxo-C8-homoserine lactone as [M+H]+ (242.139) C12H19NO4 cos=0.741,0.741
17426,530.2366523,1.001989683,"3,15-dibenzyl-1,4,12-trimethyl-1,4,7,10,13-pentazacyclopentadecane-2,5,8,11,14-pentone as [M+Na]+ (530.237) C27H33N5O5 cos=0.785",0.785
83154,530.2362793,1.032781684,"3,15-dibenzyl-1,4,12-trimethyl-1,4,7,10,13-pentazacyclopentadecane-2,5,8,11,14-pentone as [M+Na]+ (530.237) C27H33N5O5 cos=0.785",0.785
17977,154.1227012,4.731062983,"3,3-pentamethylene-4-butyrolactam as [M+H]+ (154.123) C9H15NO cos=0.815",0.815
726,154.1227469,1.303588211,"3,3-pentamethylene-4-butyrolactam as [M+H]+ (154.123) C9H15NO cos=0.881",0.881
6202,136.0758099,8.727964303,3`-Aminoacetophenone as [M+H]+ (136.076) C8H9NO cos=0.771,0.771
37982,136.0762601,10.29600421,3`-Aminoacetophenone as [M+H]+ (136.076) C8H9NO cos=0.771,0.771
753,136.0758363,6.292434043,3`-Aminoacetophenone as [M+H]+ (136.076) C8H9NO cos=0.864,0.864
78960,136.0758319,6.114418803,3`-Aminoacetophenone as [M+H]+ (136.076) C8H9NO cos=0.864,0.864
40973,136.0758358,6.361409167,3`-Aminoacetophenone as [M+H]+ (136.076) C8H9NO cos=0.878,0.878
4450,246.1238409,1.429706083,4-Acetamidoantipyrine as [M+H]+ (246.124) C13H15N3O2 cos=0.725,0.725
57195,146.0812502,6.113709906,4-Acetamidobutyric acid as [M+H]+ (146.081) C6H11NO3 cos=0.903,0.903
328,146.0924619,10.91866593,4-guanidinobutanoic acid as [M+H]+ (146.092) C5H11N3O2 cos=0.775,0.775
4129,132.0656816,10.02298234,4-Hydroxyproline as [M+H]+ (132.066) C5H9NO3 cos=0.754,0.754
77155,132.0656804,10.96010417,4-Hydroxyproline as [M+H]+ (132.066) C5H9NO3 cos=0.766,0.766
1724,132.0657025,8.629037073,4-Hydroxyproline as [M+H]+ (132.066) C5H9NO3 cos=0.769,0.769
3240,132.0656658,8.055750556,4-Hydroxyproline as [M+H]+ (132.066) C5H9NO3 cos=0.769,0.769
1223,132.0657009,8.759526626,4-Hydroxyproline as [M+H]+ (132.066) C5H9NO3 cos=0.810,0.81
5334,136.1121736,5.364536939,4-Isopropylaniline as [M+H]+ (136.112) C9H13N cos=0.853,0.853
335,136.1121331,0.938938531,4-Isopropylaniline as [M+H]+ (136.112) C9H13N cos=0.918,0.918
4078,136.1121333,2.129044169,4-Isopropylaniline as [M+H]+ (136.112) C9H13N cos=0.925,0.925
2239,235.1189538,2.378815905,4-methoxy-2-(5-methoxy-3-methylpyrazol-1-yl)-6-methylpyrimidine as [M+H]+ (235.119) C11H14N4O2 cos=0.709,0.709
27828,184.0606426,1.459389895,4-PYRIDOXATE as [M+H]+ (184.06) C8H9NO4 cos=0.969,0.969
6711,184.0605597,1.284714905,4-PYRIDOXATE as [M+H]+ (184.06) C8H9NO4 cos=0.983,0.983
31026,151.0866967,1.461453353,4`-Aminoacetanilide as [M+H]+ (151.087) C8H10N2O cos=0.776,0.776
49823,151.0866616,1.399946036,4`-Aminoacetanilide as [M+H]+ (151.087) C8H10N2O cos=0.776,0.776
491,151.0867184,5.103902723,4`-Aminoacetanilide as [M+H]+ (151.087) C8H10N2O cos=0.850,0.85
5429,151.0867066,6.160662436,4`-Aminoacetanilide as [M+H]+ (151.087) C8H10N2O cos=0.850,0.85
36574,151.0866991,6.751940909,4`-Aminoacetanilide as [M+H]+ (151.087) C8H10N2O cos=0.850,0.85
45216,151.0867116,4.897925102,4`-Aminoacetanilide as [M+H]+ (151.087) C8H10N2O cos=0.850,0.85
82986,118.0865808,11.6992245,5-Aminovaleric acid as [M+H]+ (118.086) C5H11NO2 cos=0.979,0.979
36671,118.0865213,1.571621187,5-Aminovaleric acid as [M+H]+ (118.087) C5H11NO2 cos=0.703,0.703
80712,118.0865244,1.615764223,5-Aminovaleric acid as [M+H]+ (118.087) C5H11NO2 cos=0.703,0.703
1543,219.1744602,4.327505962,5-hydroxyculmorin as [M-2H2O+H]+ (219.174) C15H26O3 cos=0.784,0.784
8509,142.061613,6.053360159,5-Hydroxymethylcytosine as [M+H]+ (142.061) C5H7N3O2 cos=0.905,0.905
72594,142.0619619,6.494596019,5-Hydroxymethylcytosine as [M+H]+ (142.061) C5H7N3O2 cos=0.905,0.905
18163,142.0618396,7.030000536,5-Hydroxymethylcytosine as [M+H]+ (142.061) C5H7N3O2 cos=0.959,0.959
42836,126.0663927,4.154402333,5-METHYLCYTOSINE as [M+H]+ (126.066) C5H7N3O cos=0.740,0.74
6580,126.0663819,2.283308263,5-METHYLCYTOSINE as [M+H]+ (126.066) C5H7N3O cos=0.746,0.746
42843,126.066372,1.844715731,5-METHYLCYTOSINE as [M+H]+ (126.066) C5H7N3O cos=0.746,0.746
169,298.0972964,1.771392003,5'-METHYLTHIOADENOSINE as [M+H]+ (298.097) C11H15N5O3S cos=0.963,0.963
27756,298.0972546,1.702874106,5'-METHYLTHIOADENOSINE as [M+H]+ (298.097) C11H15N5O3S cos=0.969,0.969
51610,297.073159,1.169763814,"6-[2-(1,3-benzodioxol-5-yl)ethyl]-4-methoxypyran-2-one as [M+Na]+ (297.073) C15H14O5 cos=0.806",0.806
17721,337.1395677,9.767978189,"7-[(2E,5E)-7-hydroxy-3,7-dimethylocta-2,5-dienoxy]chromen-2-one as [M+Na]+ (337.141) C19H22O4 cos=0.851",0.851
53288,242.1389266,1.22213501,8-acetamido-2-methyl-7-oxononanoic acid as [M-H]- (242.14) C12H21NO4 cos=0.743,0.743
1970,242.1388554,0.992929715,8-acetamido-2-methyl-7-oxononanoic acid as [M-H]- (242.14) C12H21NO4 cos=0.814,0.814
37247,305.1172497,5.539481935,"8,8-dimethyl-2-phenylpyrano[2,3-f]chromen-4-one as [M+H]+ (305.117) C20H16O3 cos=0.843",0.843
4065,218.1137795,9.438849915,Acetylcitrulline as [M+H]+ (218.114) C8H15N3O4 cos=0.731,0.731
53013,218.1137627,9.751796284,Acetylcitrulline as [M+H]+ (218.114) C8H15N3O4 cos=0.795,0.795
976,136.0619105,3.903955922,ADENINE as [M+H]+ (136.062) C5H5N5 cos=0.926,0.926
1116,136.0618331,2.053382076,ADENINE as [M+H]+ (136.062) C5H5N5 cos=0.929,0.929
17538,136.0618265,2.414785923,ADENINE as [M+H]+ (136.062) C5H5N5 cos=0.930,0.93
27497,136.0618666,2.258700998,ADENINE as [M+H]+ (136.062) C5H5N5 cos=0.930,0.93
36735,136.0618802,3.042344946,ADENINE as [M+H]+ (136.062) C5H5N5 cos=0.930,0.93
1095,136.0619017,2.867709029,ADENINE as [M+H]+ (136.062) C5H5N5 cos=0.951,0.951
8490,268.1042524,5.636013403,Adenosine as [M+H]+ (268.103) C10H13N5O4 cos=0.827,0.827
57070,268.1040247,11.44831668,Adenosine as [M+H]+ (268.104) C10H13N5O4 cos=0.940,0.94
38852,268.1041458,3.699402163,Adenosine as [M+H]+ (268.104) C10H13N5O4 cos=0.984,0.984
1083,268.1041306,3.661949635,Adenosine as [M+H]+ (268.104) C10H13N5O4 cos=0.995,0.995
8754,268.1039855,11.45097628,Adenosine as [M+H]+ (268.104) C10H13N5O4 cos=0.996,0.996
136,99.04447287,0.945858547,alpha-Methylene-gamma-butyrolactone as [M+H]+ (99.044) C5H6O2 cos=0.795,0.795
17855,99.0445522,2.142489584,alpha-Methylene-gamma-butyrolactone as [M+H]+ (99.044) C5H6O2 cos=0.807,0.807
17703,152.1434736,4.589733281,Amantadine as [M+H]+ (152.143) C10H17N cos=0.709,0.709
59715,152.1434725,4.502314575,Amantadine as [M+H]+ (152.143) C10H17N cos=0.709,0.709
17632,132.1021081,11.87377266,Aminocaproic acid as [M+H]+ (132.102) C6H13NO2 cos=0.970,0.97
15829,94.06568535,6.536085288,Aniline as [M+H]+ (94.065) C6H7N cos=0.954,0.954
28694,94.06568231,6.337015297,Aniline as [M+H]+ (94.065) C6H7N cos=0.954,0.954
19100,225.1235054,6.732167217,Atenolol-desisopropyl as [M+H]+ (225.123) C11H16N2O3 cos=0.783,0.783
2475,122.0602325,6.486902301,Benzamide as [M+H]+ (122.06) C7H7NO cos=0.704,0.704
4557,122.0602388,6.704587064,Benzamide as [M+H]+ (122.06) C7H7NO cos=0.704,0.704
19717,108.081003,1.081309977,Benzylamine as [M+H]+ (108.081) C7H9N cos=0.958,0.958
23726,309.1795587,3.67130876,Bestatin as [M+H]+ (309.18) C16H24N2O4 cos=0.853,0.853
482,118.0866086,21.09310061,Betaine; CE30 as [M+H]+ (118.086) C5H11NO2 cos=0.970,0.97
66,118.0865852,8.166599305,Betaine; CE30 as [M+H]+ (118.086) C5H11NO2 cos=0.996,0.996
2765,288.2899849,1.659690937,C17-Sphinganine as [M+H]+ (288.291) C17H37NO2 cos=0.806,0.806
484,104.1074421,6.924325167,Choline as [M]+ (104.107) [C5H14NO]+ cos=0.894,0.894
27368,104.1074422,7.015875034,Choline as [M]+ (104.107) [C5H14NO]+ cos=0.894,0.894
402,104.107455,7.817450503,Choline as [M]+ (104.107) [C5H14NO]+ cos=0.902,0.902
78977,176.1031275,11.756441,Citrulline as [M+H]+ (176.103) C6H13N3O3 cos=0.866,0.866
17854,177.1024034,6.88474717,Cotinine as [M+H]+ (177.102) C10H12N2O cos=0.918,0.918
7551,114.0665173,4.159093776,Creatine - CASMI2016 Category 1 - Challenge 10 as [M+H]+ (114.066) C4H7N3O cos=0.809,0.809
4007,132.0769054,10.38261634,Creatine as [M+H]+ (132.077) C4H9N3O2 cos=0.872,0.872
1057,155.0816339,6.636433013,Cyclo-prolylglycine as [M+H]+ (155.082) C7H10N2O2 cos=0.726,0.726
31749,155.0815997,5.588959521,Cyclo-prolylglycine as [M+H]+ (155.082) C7H10N2O2 cos=0.726,0.726
28,100.112603,6.21592941,Cyclohexylamine as [M+H]+ (100.112) C6H13N cos=0.988,0.988
17592,100.1126021,6.245668955,Cyclohexylamine as [M+H]+ (100.112) C6H13N cos=0.988,0.988
18118,100.1126006,5.590984387,Cyclohexylamine as [M+H]+ (100.112) C6H13N cos=0.988,0.988
18471,281.1285652,5.169499726,cyclopeptine as [M+H]+ (281.128) C17H16N2O2 cos=0.887,0.887
32,112.0509056,5.043217752,Cytosine as [M+H]+ (112.051) C4H5N3O cos=0.997,0.997
5086,112.0508919,4.263809356,Cytosine as [M+H]+ (112.051) C4H5N3O cos=0.997,0.997
30681,112.0509076,5.184152524,Cytosine as [M+H]+ (112.051) C4H5N3O cos=0.997,0.997
31210,112.0509077,5.368439749,Cytosine as [M+H]+ (112.051) C4H5N3O cos=0.997,0.997
141,180.0869805,14.27815631,D-MANNOSAMINE as [M+H]+ (180.087) C6H13NO5 cos=0.890,0.89
1566,131.0815017,11.49296432,D-ORNITHINE as [M-H]- (131.082) C5H12N2O2 cos=0.868,0.868
57437,202.2166397,5.32587782,DDAO as [M+H]+ (202.216) C12H27NO cos=0.979,0.979
28213,161.0927035,6.601447804,delta-Hydroxylysine as [M-H]- (161.092) C6H14N2O3 cos=0.830,0.83
29242,228.0983447,5.721459273,DEOXYCYTIDINE as [M+H]+ (228.098) C9H13N3O4 cos=0.918,0.918
2198,215.1392043,4.360237647,DETHIOBIOTIN as [M+H]+ (215.14) C10H18N2O3 cos=0.963,0.963
8492,215.1391609,2.396700915,DETHIOBIOTIN as [M+H]+ (215.14) C10H18N2O3 cos=0.963,0.963
28984,215.1392149,5.025144853,DETHIOBIOTIN as [M+H]+ (215.14) C10H18N2O3 cos=0.963,0.963
667,106.086706,10.05649596,Diethanolamine as [M+H]+ (106.086) C4H11NO2 cos=0.995,0.995
2330,106.0867012,9.69451364,Diethanolamine as [M+H]+ (106.086) C4H11NO2 cos=0.995,0.995
961,391.2848638,2.293181669,Dioctyl Phthalate as [M+H]+ (391.284) C24H38O4 cos=0.872,0.872
993,391.2850829,7.874440176,Dioctyl Phthalate as [M+H]+ (391.284) C24H38O4 cos=0.887,0.887
79882,282.2795406,0.923839895,Dodemorph as [M+H]+ (282.279) C18H35NO cos=0.787,0.787
99934,237.159926,5.68590826,Dropropizine as [M+H]+ (237.16) C13H20N2O2 cos=0.878,0.878
70957,186.1125185,1.740907563,Ecgonine as [M+H]+ (186.112) C9H15NO3 cos=0.773,0.773
18570,186.1125581,6.30465507,Ecgonine as [M+H]+ (186.112) C9H15NO3 cos=0.854,0.854
74021,200.128276,4.484078368,Ecgonine-methyl-ester (EME) as [M+H]+ (200.128) C10H17NO3 cos=0.705,0.705
2162,143.0816508,9.708737842,Ectoine as [M+H]+ (143.081) C6H10N2O2 cos=0.776,0.776
44475,143.0816224,10.0083875,Ectoine as [M+H]+ (143.081) C6H10N2O2 cos=0.810,0.81
24977,175.0866716,1.646611293,Edaravone (MCI-186) as [M+H]+ (175.087) C10H10N2O cos=0.891,0.891
95203,175.0867545,1.461088214,Edaravone (MCI-186) as [M+H]+ (175.087) C10H10N2O cos=0.891,0.891
31481,184.0969747,1.199227913,Epinephrine as [M+H]+ (184.097) C9H13NO3 cos=0.700,0.7
22010,167.0806752,1.795390724,Fluorene as [M+H]+ (167.082) C13H10 cos=0.711,0.711
2332,167.0813059,1.748101637,Fluorene as [M+H]+ (167.082) C13H10 cos=0.728,0.728
18939,172.1332327,6.310496667,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.764,0.764
17827,172.133241,1.157849353,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.827,0.827
18343,172.133278,5.170964542,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.833,0.833
17763,172.133247,2.025148667,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.860,0.86
18082,172.1332677,3.410303585,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.860,0.86
132245,172.1332316,1.1186204,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.860,0.86
771,172.1332258,0.990166184,Gabapentin as [M+H]+ (172.133) C9H17NO2 cos=0.876,0.876
60,104.0710915,11.69328789,gamma-Aminobutyric acid as [M+H]+ (104.071) C4H9NO2 cos=0.989,0.989
48,180.0869453,8.265425666,Glucosamine as [M+H]+ (180.087) C6H13NO5 cos=0.745,0.745
115445,180.0869435,8.265211868,Glucosamine as [M+H]+ (180.087) C6H13NO5 cos=0.745,0.745
128045,152.0568264,6.609343151,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.884,0.884
6933,152.0568155,6.366540498,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.963,0.963
17932,152.0567929,4.250411391,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.964,0.964
7862,152.0568092,7.066092228,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.967,0.967
4104,152.0568225,5.31389974,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.971,0.971
17210,152.057602,3.10189467,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.974,0.974
25249,152.0569694,2.912120805,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.974,0.974
84594,152.0570176,3.092311083,Guanine as [M+H]+ (152.057) C5H5N5O cos=0.974,0.974
36674,327.0832075,1.24783056,HERALENOL as [M+Na]+ (327.084) C16H16O6 cos=0.942,0.942
58386,112.0872916,12.13754023,Histamine as [M+H]+ (112.087) C5H9N3 cos=0.975,0.975
13022,112.0873432,12.89394402,Histamine as [M+H]+ (112.087) C5H9N3 cos=0.980,0.98
17498,158.1176729,6.638511487,Homostachydrine as [M+H]+ (158.118) C8H15NO2 cos=0.714,0.714
19883,243.1496983,6.770042461,Huperzine as [M+H]+ (243.149) C15H18N2O cos=0.898,0.898
1643,111.0394887,8.666962056,HYDROQUINONE as [M+H]+ (111.04) C6H6O2 cos=0.774,0.774
103,137.0459013,4.048598932,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.990,0.99
2321,137.0458899,4.072705058,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.990,0.99
3064,137.045885,3.273601003,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.990,0.99
7609,137.0458847,5.305734031,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.990,0.99
57015,137.0458788,3.585958944,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.990,0.99
36549,137.0458959,4.36039022,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.992,0.992
419,137.0459006,4.177509886,Hypoxanthine as [M+H]+ (137.046) C5H4N4O cos=0.994,0.994
2786,159.0278173,4.260323155,Hypoxanthine as [M+Na]+ (159.028) C5H4N4O cos=0.881,0.881
825,159.027837,4.24821257,Hypoxanthine as [M+Na]+ (159.028) C5H4N4O cos=0.910,0.91
20298,120.0810535,1.465241083,Indoline as [M+H]+ (120.081) C8H9N cos=0.810,0.81
