ID,Label,Database,InChI
350,Lauric acid diethanolamide,nist17,"InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3"
4892,Spectral Match to Decaethylene glycol from NIST14,nist17,N/A
14019,Tyr-Ile,nist17,"InChI=1S/C15H22N2O4/c1-3-9(2)13(15(20)21)17-14(19)12(16)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8,16H2,1-2H3,(H,17,19)(H,20,21)/t9-,12-,13-/m0/s1"
10176,Trp-Leu,nist17,"InChI=1S/C17H23N3O3/c1-10(2)7-15(17(22)23)20-16(21)13(18)8-11-9-19-14-6-4-3-5-12(11)14/h3-6,9-10,13,15,19H,7-8,18H2,1-2H3,(H,20,21)(H,22,23)/t13-,15-/m0/s1"
10460,Tyr-Ile,nist17,"InChI=1S/C15H22N2O4/c1-3-9(2)13(15(20)21)17-14(19)12(16)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8,16H2,1-2H3,(H,17,19)(H,20,21)/t9-,12-,13-/m0/s1"
87347,Arg-Leu,nist17,N/A
4279,Spectral Match to Nonaethylene glycol from NIST14,nist17,N/A
3587,Pentaethylene glycol,nist17,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2"
13983,Trp-Trp,nist17,"InChI=1S/C22H22N4O3/c23-17(9-13-11-24-18-7-3-1-5-15(13)18)21(27)26-20(22(28)29)10-14-12-25-19-8-4-2-6-16(14)19/h1-8,11-12,17,20,24-25H,9-10,23H2,(H,26,27)(H,28,29)/t17-,20-/m0/s1"
9386,N-3-Hydroxydecanoyl-L-homoserine lactone,nist17,"InChI=1S/C14H25NO4/c1-2-3-4-5-6-7-11(16)10-13(17)15-12-8-9-19-14(12)18/h11-12,16H,2-10H2,1H3,(H,15,17)/t11?,12-/m0/s1"
24516,ADENOSINE,nist17,N/A
25144,5'-S-Methyl-5'-thioadenosine,nist17,"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1"
3162,Pentaethylene glycol,nist17,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2"
21689,Hematoporphyrin,nist17,N/A
530,cis-11-Eicosenoic acid,nist17,"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H,21,22)/b10-9-"
912,Tris(2-butoxyethyl) phosphate,nist17,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3"
241,Pentaethylene glycol,nist17,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2"
13831,Acetyl coenzyme A,nist17,N/A
24609,16-Hydroxyhexadecanoic acid,nist17,"InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)"
9563,Spectral Match to Leu-Leu from NIST14,nist17,N/A
5204,Spectral Match to Undecaethylene glycol from NIST14,nist17,N/A
32896,Tyr-Pro,nist17,"InChI=1S/C14H18N2O4/c15-11(8-9-3-5-10(17)6-4-9)13(18)16-7-1-2-12(16)14(19)20/h3-6,11-12,17H,1-2,7-8,15H2,(H,19,20)/t11-,12-/m0/s1"
9176,N-3-Hydroxyoctanoyl-L-homoserine lactone,nist17,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
185,Oleic acid methyl ester,nist17,"InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3/b11-10-"
3712,Spectral Match to Val-Leu from NIST14,nist17,"InChI=1S/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)"
22907,N-3-Hydroxyoctanoyl-L-homoserine lactone,nist17,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
9853,Tyr-Pro,nist17,"InChI=1S/C14H18N2O4/c15-11(8-9-3-5-10(17)6-4-9)13(18)16-7-1-2-12(16)14(19)20/h3-6,11-12,17H,1-2,7-8,15H2,(H,19,20)/t11-,12-/m0/s1"
24468,Hematoporphyrin,nist17,N/A
15684,Arg-Leu,nist17,N/A
203,cis-13-Docosenoic acid,nist17,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-"
3677,Ile-Pro-Ile,nist17,"InChI=1S/C17H31N3O4/c1-5-10(3)13(18)16(22)20-9-7-8-12(20)15(21)19-14(17(23)24)11(4)6-2/h10-14H,5-9,18H2,1-4H3,(H,19,21)(H,23,24)"
24434,Palmitoleic acid ethyl ester,nist17,"InChI=1S/C18H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h9-10H,3-8,11-17H2,1-2H3/b10-9-"
1634,D-Desthiobiotin,nist17,"InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)/t7-,8+/m0/s1"
19434,Arg-Leu,nist17,N/A
13801,D-PANTOTHENIC ACID,nist17,N/A
19268,Yersiniabactin,nist17, 
9688,Spectral Match to Phe-Ala from NIST14,nist17,N/A
9887,p-Acetaminobenzoic acid,nist17,"InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-7(3-5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)"
249,Spectral Match to Hexaethylene glycol from NIST14,nist17,N/A
1038,Methyl hexadec-9-enoate,nist17,"InChI=1S/C17H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h8-9H,3-7,10-16H2,1-2H3/b9-8-"
29919,"1,2-Dioleoyl-sn-glycerol",nist17,"InChI=1S/C39H72O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,37,40H,3-16,21-36H2,1-2H3/b19-17-,20-18-/t37-/m0/s1"
13788,D-Desthiobiotin,nist17,"InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)/t7-,8+/m0/s1"
1288,Palmitoleic acid ethyl ester,nist17,"InChI=1S/C18H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h9-10H,3-8,11-17H2,1-2H3/b10-9-"
1576,Yersiniabactin,nist17,C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@H]2CS[C@H](N2)[C@H]3CSC(=N3)c4ccccc4O)O)C(=O)O
5228,Spectral Match to Undecaethylene glycol from NIST14,nist17,N/A
1524,cis-12-Octadecenoic acid methyl ester,nist17,"InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h7-8H,3-6,9-18H2,1-2H3/b8-7-"
14958,Tyr-Tyr,nist17,"InChI=1S/C18H20N2O5/c19-15(9-11-1-5-13(21)6-2-11)17(23)20-16(18(24)25)10-12-3-7-14(22)8-4-12/h1-8,15-16,21-22H,9-10,19H2,(H,20,23)(H,24,25)/t15-,16-/m0/s1"
24968,Spectral Match to Monopalmitolein (9c) from NIST14,nist17,N/A
30541,Palmitoleic acid ethyl ester,nist17,"InChI=1S/C18H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h9-10H,3-8,11-17H2,1-2H3/b10-9-"
1210,N-Phenyl-1-naphthylamine,nist17,"InChI=1S/C16H13N/c1-2-9-14(10-3-1)17-16-12-6-8-13-7-4-5-11-15(13)16/h1-12,17H"
486,"1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",nist17,"InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)"
10133,Spectral Match to Nonaethylene glycol from NIST14,nist17,N/A
745,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
79485,Spectral Match to L-Tryptophan from NIST14,nist17,N/A
14533,Spectral Match to L-Tryptophan from NIST14,nist17,N/A
930,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
14055,Biliverdin,nist17,N/A
9422,Spectral Match to Nonaethylene glycol from NIST14,nist17,N/A
19256,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
1786,Pro-Trp,nist17,"InChI=1S/C16H19N3O3/c20-15(13-6-3-7-17-13)19-14(16(21)22)8-10-9-18-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17-18H,3,6-8H2,(H,19,20)(H,21,22)/t13-,14+/m1/s1"
1456,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
24832,.alpha.-Hexylcinnamaldehyde,nist17,"InChI=1S/C15H20O/c1-2-3-4-6-11-15(13-16)12-14-9-7-5-8-10-14/h5,7-10,12-13H,2-4,6,11H2,1H3/b15-12-"
14006,Spectral Match to Phe-Trp from NIST14,nist17,N/A
15688,Biliverdin,nist17,N/A
50961,Undecanedioic acid,nist17,"InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)"
21942,Hematoporphyrin,nist17,N/A
354,hyocholic acid,nist17,"1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13?,14-,15-,16+,17+,18+,20+,21-,22+,23?,24?/m1/s1"
573,"Di(2,6-dimethyl-4-heptyl) phthalate",nist17,"InChI=1S/C26H42O4/c1-17(2)13-21(14-18(3)4)29-25(27)23-11-9-10-12-24(23)26(28)30-22(15-19(5)6)16-20(7)8/h9-12,17-22H,13-16H2,1-8H3"
98,"Di(2,6-dimethyl-4-heptyl) phthalate",nist17,"InChI=1S/C26H42O4/c1-17(2)13-21(14-18(3)4)29-25(27)23-11-9-10-12-24(23)26(28)30-22(15-19(5)6)16-20(7)8/h9-12,17-22H,13-16H2,1-8H3"
24448,Pro-Trp,nist17,"InChI=1S/C16H19N3O3/c20-15(13-6-3-7-17-13)19-14(16(21)22)8-10-9-18-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17-18H,3,6-8H2,(H,19,20)(H,21,22)/t13-,14+/m1/s1"
174,Spectral Match to Phthalic anhydride from NIST14,nist17,N/A
151,S-Bioallethrin,nist17,N/A
1168,Tri-2-ethylhexyl trimellitate,nist17,"InChI=1S/C33H54O6/c1-7-13-16-25(10-4)22-37-31(34)28-19-20-29(32(35)38-23-26(11-5)17-14-8-2)30(21-28)33(36)39-24-27(12-6)18-15-9-3/h19-21,25-27H,7-18,22-24H2,1-6H3"
30793,Sclareolide,nist17,"InChI=1S/C16H26O2/c1-14(2)7-5-8-15(3)11(14)6-9-16(4)12(15)10-13(17)18-16/h11-12H,5-10H2,1-4H3/t11-,12+,15-,16+/m0/s1"
1251,Spectral Match to (R)-(+)-Citronellic acid from NIST14,nist17,N/A
54850,Hematoporphyrin,nist17,N/A
3744,"3-Furancarboxylic acid, tetrahydro-4-methylene-5-oxo-2-propyl-, (2R,3S)-rel-",nist17,"InChI=1S/C9H12O4/c1-3-4-6-7(8(10)11)5(2)9(12)13-6/h6-7H,2-4H2,1H3,(H,10,11)/t6-,7+/m0/s1"
104,"3-Furancarboxylic acid, tetrahydro-4-methylene-5-oxo-2-propyl-, (2R,3S)-rel-",nist17,"InChI=1S/C9H12O4/c1-3-4-6-7(8(10)11)5(2)9(12)13-6/h6-7H,2-4H2,1H3,(H,10,11)/t6-,7+/m0/s1"
2790,Tetraethylene glycol,nist17,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2"
3099,Palmitoyl ethanolamide,nist17,"InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)"
101,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",nist17,N/A
243,Spectral Match to Tributyl phosphate from NIST14,nist17,N/A
3562,Spectral Match to Hexaethylene glycol from NIST14,nist17,N/A
47966,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
1062,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,nist17,N/A
3641,Spectral Match to N-Acetyl-L-tyrosine from NIST14,nist17,"InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1"
11973,Protoporphyrin IX,nist17,N/A
770,"2,6-Dihydroxybenzoic acid",nist17,"InChI=1S/C7H6O4/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3,8-9H,(H,10,11)"
21397,Stearoyl ethanolamide,nist17,"InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)"
1004,N-Hexanoyl-DL-homoserine lactone,nist17,"InChI=1S/C10H17NO3/c1-2-3-4-5-9(12)11-8-6-7-14-10(8)13/h8H,2-7H2,1H3,(H,11,12)"
1991,N-Hexanoyl-DL-homoserine lactone,nist17,"InChI=1S/C10H17NO3/c1-2-3-4-5-9(12)11-8-6-7-14-10(8)13/h8H,2-7H2,1H3,(H,11,12)"
19327,Isopimaric acid,nist17,"InChI=1S/C20H30O2/c1-5-18(2)12-9-15-14(13-18)7-8-16-19(15,3)10-6-11-20(16,4)17(21)22/h5,7,15-16H,1,6,8-13H2,2-4H3,(H,21,22)/t15?,16?,18-,19+,20+/m0/s1"
172,D-Psicose,nist17,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6+/m1/s1"
2174,"Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14",nist17,N/A
991,Triphenyl phosphate,nist17,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H"
37,cis-13-Docosenoic acid,nist17,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-"
19412,"3,5-Di-tert-butyl-4-hydroxybenzoic acid",nist17,"InChI=1S/C15H22O3/c1-14(2,3)10-7-9(13(17)18)8-11(12(10)16)15(4,5)6/h7-8,16H,1-6H3,(H,17,18)"
24326,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
25439,Leukotriene B3,nist17,"InChI=1S/C20H34O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h7-8,10-11,14-15,18-19,21-22H,2-6,9,12-13,16-17H2,1H3,(H,23,24)/b8-7+,14-10+,15-11-"
24336,Sclareolide,nist17,"InChI=1S/C16H26O2/c1-14(2)7-5-8-15(3)11(14)6-9-16(4)12(15)10-13(17)18-16/h11-12H,5-10H2,1-4H3/t11-,12+,15-,16+/m0/s1"
14417,N-.alpha.-Acetyl-L-arginine,nist17,"InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1"
9963,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
9251,Spectral Match to Dioctyl sulfosuccinate from NIST14,nist17,N/A
76143,N-.alpha.-Acetyl-L-arginine,nist17,"InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1"
1816,"1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",nist17,"InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)"
3780,Spectral Match to Hexaethylene glycol from NIST14,nist17,N/A
30257,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
24,.beta.-D-Glucose,nist17,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1"
14591,Tyr-Trp,nist17,"InChI=1S/C20H21N3O4/c21-16(9-12-5-7-14(24)8-6-12)19(25)23-18(20(26)27)10-13-11-22-17-4-2-1-3-15(13)17/h1-8,11,16,18,22,24H,9-10,21H2,(H,23,25)(H,26,27)/t16-,18-/m0/s1"
82775,Palmitoleic acid ethyl ester,nist17,"InChI=1S/C18H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h9-10H,3-8,11-17H2,1-2H3/b10-9-"
50782,Oleic acid methyl ester,nist17,"InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3/b11-10-"
21357,Spectral Match to N.epsilon.-Acetyl-L-lysine from NIST14,nist17,N/A
1620,cis-13-Eicosenoic acid,nist17,"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h7-8H,2-6,9-19H2,1H3,(H,21,22)/b8-7-"
2478,7-Keto-8-aminopelargonic acid,nist17,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
88,Palmitamide,nist17,"InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H2,17,18)"
10964,Yersiniabactin,nist17, 
13942,Tyr-Trp,nist17,"InChI=1S/C20H21N3O4/c21-16(9-12-5-7-14(24)8-6-12)19(25)23-18(20(26)27)10-13-11-22-17-4-2-1-3-15(13)17/h1-8,11,16,18,22,24H,9-10,21H2,(H,23,25)(H,26,27)/t16-,18-/m0/s1"
9372,"D-Gluconic acid, .delta.-lactone",nist17,"InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1"
17840,"1,2-Dioleoyl-sn-glycero-3-phosphoethanolamine",nist17,"InChI=1S/C41H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,39H,3-16,21-38,42H2,1-2H3,(H,45,46)/b19-17-,20-18-/t39-/m1/s1"
1127,1-Palmitoylglycerol,nist17,"InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3"
29897,1-Oleoyl-sn-glycero-3-phosphoethanolamine,nist17,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1"
1287,Lauric acid diethanolamide,nist17,"InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3"
